DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,11p15.5,11,2300420,C11orf21; TSPAN32,C11orf21,,,ENSG00000110665,,,rs2651823-A,rs2651823,0,2651823,intron_variant,0,NR,5E-11,10.301029995663981,,1.18,[1.13-1.25],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,11q24.1,11,123484683,SCN3B; GRAMD1B,GRAMD1B,,,ENSG00000023171,,,rs35923643-G,rs35923643,0,35923643,intron_variant,0,NR,4E-58,57.39794000867204,,1.63,[1.53-1.72],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,12q24.13,12,112943571,OAS3,AC004551.1; OAS3,,,ENSG00000257452; ENSG00000111331,,,rs6489882-G,rs6489882,0,6489882,intron_variant,0,NR,5E-8,7.301029995663981,,1.16,[1.1-1.22],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,15q15.1,15,40111456,BMF; BUB1B,BMF - AC021755.1,ENSG00000104081,ENSG00000259239,,2564,22312,rs8024033-C,rs8024033,0,8024033,intergenic_variant,1,NR,7E-19,18.154901959985743,,1.26,[1.2-1.32],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,15q23,15,69728186,RPLP1,DRAIC,,,ENSG00000245750,,,rs11637565-G,rs11637565,0,11637565,intron_variant,0,NR,2E-31,30.69897000433602,,1.35,[1.28-1.42],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,16q24.1,16,85895015,IRF8,AC018695.7 - IRF8,ENSG00000279907,ENSG00000140968,,33003,4147,rs391855-A,rs391855,0,391855,intergenic_variant,1,NR,1E-28,28.0,,1.34,[1.27-1.41],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,18q21.33,18,63121512,BCL2,PHLPP1 - BCL2,ENSG00000081913,ENSG00000171791,,141079,1834,rs77551289-A,rs77551289,0,77551289,intergenic_variant,1,NR,2E-11,10.698970004336019,,1.37,[1.25-1.5],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,19q13.32,19,46673495,PRKD2; STRN4,DACT3-AS1,,,ENSG00000245598,,,rs874460-C,rs874460,0,874460,non_coding_transcript_exon_variant,0,NR,3E-8,7.522878745280337,,1.24,[1.15-1.34],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,4q24,4,101819845,BANK1,BANK1,,,ENSG00000153064,,,rs71597109-C,rs71597109,0,71597109,intron_variant,0,0.69,1E-10,10.0,,1.17,[1.11-1.22],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,1p36.11,1,23617245,MDS2,MDS2,,,ENSG00000197880,,,rs34676223-C,rs34676223,0,34676223,intron_variant,0,0.71,5E-13,12.301029995663981,,1.19,[1.14-1.25],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,6p21.31,6,34648545,C6orf106,ILRUN,,,ENSG00000196821,,,rs3800461-C,rs3800461,0,3800461,intron_variant,0,0.11,2E-8,7.698970004336019,,1.2,[1.13-1.28],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,11q23.2,11,113646481,TMPRSS5,DRD2 - TMPRSS5,ENSG00000149295,ENSG00000166682,,170790,41066,rs61904987-T,rs61904987,0,61904987,intergenic_variant,1,0.12,2E-11,10.698970004336019,,1.24,[1.16-1.32],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,18q21.1,18,50317164,MBD1; CXXC1,AC105227.1 - AC105227.2,ENSG00000267695,ENSG00000274930,,3569,1256,rs1036935-A,rs1036935,0,1036935,intergenic_variant,1,0.22,3E-8,7.522878745280337,,1.15,[1.10-1.21],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,19p13.3,19,4069121,ZBTB7A; PIAS4; LRF,ZBTB7A - MAP2K2,ENSG00000178951,ENSG00000126934,,2222,21200,rs7254272-A,rs7254272,0,7254272,regulatory_region_variant,1,0.18,5E-8,7.301029995663981,,1.17,[1.10-1.23],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,22q13.33,22,50532837,SCO2; ODF3B; TYMP; NCAPH2,ODF3B - U62317.4,ENSG00000177989,ENSG00000273272,,257,8271,rs140522-T,rs140522,0,140522,regulatory_region_variant,1,0.32,3E-9,8.522878745280337,,1.15,[1.10-1.20],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,1q42.13,1,228744549,RHOU,RHOU; RHOU,,,ENSG00000116574; ENSG00000284984,,,rs41271473-G,rs41271473,0,41271473,3_prime_UTR_variant,0,0.79,1E-10,10.0,,1.19,[1.13-1.26],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,4q35.1,4,184333619,LOC728175; IRF2,MYL12BP2 - LINC02363,ENSG00000227765,ENSG00000180712,,33979,673,rs57214277-T,rs57214277,0,57214277,intergenic_variant,1,0.41,4E-8,7.3979400086720375,,1.13,[1.08-1.18],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,3q28,3,188411006,LPP,LPP,,,ENSG00000145012,,,rs73192661-C,rs73192661,0,73192661,intron_variant,0,NR,5E-6,5.301029995663981,,1.14,[1.08-1.2],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,4q26,4,113777540,CAMK2D,CAMK2D - AC111193.1,ENSG00000145349,ENSG00000250229,,15613,62510,rs1476569-G,rs1476569,0,1476569,intergenic_variant,1,NR,6E-10,9.221848749616356,,1.18,[1.12-1.25],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,6p21.31,6,33579153,BAK1,BAK1; GGNBP1,,,ENSG00000030110; ENSG00000204188,,,rs210143-C,rs210143,0,210143,intron_variant,0,NR,6E-16,15.221848749616356,,1.26,[1.19-1.33],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,6q25.2,6,154150090,IPCEF1,OPRM1,,,ENSG00000112038,,,rs4869818-G,rs4869818,0,4869818,intron_variant,0,NR,4E-8,7.3979400086720375,,1.15,[1.09-1.21],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,8q22.3,8,102565637,ODF1,ODF1 - POU5F1P2,ENSG00000155087,ENSG00000253382,,4619,55872,rs2511713-G,rs2511713,0,2511713,intergenic_variant,1,NR,6E-8,7.221848749616356,,1.17,[1.1-1.23],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2017-06-08,28165464,Law PJ,2017-02-06,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28165464,Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia.,Chronic lymphocytic leukemia,4;478 European ancestry cases and 13;213 European ancestry controls.,1;722 European ancestry cases and 4;385 European ancestry controls.,15q21.3,15,56485493,RFX7; NEDD4,MNS1 - AC090518.1,ENSG00000138587,ENSG00000260392,,20356,57459,rs142215530-G,rs142215530,0,142215530,intergenic_variant,1,NR,2E-18,17.69897000433602,,1.39,[1.29-1.5],Affymetrix; Illumina [> 10000000] (imputed),N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST004146,Genome-wide genotyping array
2019-09-20,31407831,Din L,2019-08-13,Genet Epidemiol,www.ncbi.nlm.nih.gov/pubmed/31407831,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,Chronic lymphocytic leukemia or multiple sclerosis,2;492 European ancestry chronic lymphocytic leukemia cases; 9;772 European ancestry multiple sclerosis cases; 24;529 European ancestry controls,NA,3q26.2,3,169800667,LRRC34,LRRC34,,,ENSG00000171757,,,rs6793295-?,rs6793295,0,6793295,missense_variant,0,NR,2E-9,8.698970004336019,,1.1072971,,Illumina [~ 460000] (imputed),N,multiple sclerosis; chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0003885; http://www.ebi.ac.uk/efo/EFO_0000095,GCST008721,Genome-wide genotyping array
2019-09-20,31407831,Din L,2019-08-13,Genet Epidemiol,www.ncbi.nlm.nih.gov/pubmed/31407831,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,Chronic lymphocytic leukemia or multiple sclerosis,2;492 European ancestry chronic lymphocytic leukemia cases; 9;772 European ancestry multiple sclerosis cases; 24;529 European ancestry controls,NA,6p24.3,6,7118757,RREB1,RREB1,,,ENSG00000124782,,,rs11755724-?,rs11755724,0,11755724,intron_variant,0,NR,1E-8,8.0,,1.0913455,,Illumina [~ 460000] (imputed),N,multiple sclerosis; chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0003885; http://www.ebi.ac.uk/efo/EFO_0000095,GCST008721,Genome-wide genotyping array
2019-09-20,31407831,Din L,2019-08-13,Genet Epidemiol,www.ncbi.nlm.nih.gov/pubmed/31407831,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,Chronic lymphocytic leukemia or multiple sclerosis,2;492 European ancestry chronic lymphocytic leukemia cases; 9;772 European ancestry multiple sclerosis cases; 24;529 European ancestry controls,NA,6q22.33,6,127957653,Intergenic,THEMIS - PTPRK,ENSG00000275122,ENSG00000273993,,39022,11126,rs802734-?,rs802734,0,802734,intergenic_variant,1,NR,9E-9,8.045757490560675,,1.0934937,,Illumina [~ 460000] (imputed),N,multiple sclerosis; chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0003885; http://www.ebi.ac.uk/efo/EFO_0000095,GCST008721,Genome-wide genotyping array
2019-09-20,31407831,Din L,2019-08-13,Genet Epidemiol,www.ncbi.nlm.nih.gov/pubmed/31407831,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,Chronic lymphocytic leukemia or multiple sclerosis,2;492 European ancestry chronic lymphocytic leukemia cases; 9;772 European ancestry multiple sclerosis cases; 24;529 European ancestry controls,NA,13q14.2,13,50267187,Intergenic,DLEU1,,,ENSG00000176124,,,rs806321-?,rs806321,0,806321,intron_variant,0,NR,2E-8,7.698970004336019,,1.0863662,,Illumina [~ 460000] (imputed),N,multiple sclerosis; chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0003885; http://www.ebi.ac.uk/efo/EFO_0000095,GCST008721,Genome-wide genotyping array
2019-09-20,31407831,Din L,2019-08-13,Genet Epidemiol,www.ncbi.nlm.nih.gov/pubmed/31407831,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,Chronic lymphocytic leukemia or multiple sclerosis,2;492 European ancestry chronic lymphocytic leukemia cases; 9;772 European ancestry multiple sclerosis cases; 24;529 European ancestry controls,NA,17q23.1,17,59755030,TMEM49,VMP1,,,ENSG00000062716,,,rs2777899-?,rs2777899,0,2777899,intron_variant,0,NR,3E-8,7.522878745280337,,1.0857763,,Illumina [~ 460000] (imputed),N,multiple sclerosis; chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0003885; http://www.ebi.ac.uk/efo/EFO_0000095,GCST008721,Genome-wide genotyping array
2019-09-20,31407831,Din L,2019-08-13,Genet Epidemiol,www.ncbi.nlm.nih.gov/pubmed/31407831,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,Chronic lymphocytic leukemia or multiple sclerosis,2;492 European ancestry chronic lymphocytic leukemia cases; 9;772 European ancestry multiple sclerosis cases; 24;529 European ancestry controls,NA,17q23.1,17,59912499,RPS6KB1,RPS6KB1,,,ENSG00000108443,,,rs1292034-?,rs1292034,0,1292034,intron_variant,0,NR,3E-8,7.522878745280337,,1.08613,,Illumina [~ 460000] (imputed),N,multiple sclerosis; chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0003885; http://www.ebi.ac.uk/efo/EFO_0000095,GCST008721,Genome-wide genotyping array
2019-09-20,31407831,Din L,2019-08-13,Genet Epidemiol,www.ncbi.nlm.nih.gov/pubmed/31407831,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,Chronic lymphocytic leukemia or multiple sclerosis,2;492 European ancestry chronic lymphocytic leukemia cases; 9;772 European ancestry multiple sclerosis cases; 24;529 European ancestry controls,NA,22q13.33,22,50532837,LOC440836,ODF3B - U62317.4,ENSG00000177989,ENSG00000273272,,257,8271,rs140522-?,rs140522,0,140522,regulatory_region_variant,1,NR,6E-11,10.221848749616356,,1.1084018,,Illumina [~ 460000] (imputed),N,multiple sclerosis; chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0003885; http://www.ebi.ac.uk/efo/EFO_0000095,GCST008721,Genome-wide genotyping array
2019-09-20,31407831,Din L,2019-08-13,Genet Epidemiol,www.ncbi.nlm.nih.gov/pubmed/31407831,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,Chronic lymphocytic leukemia or rheumatoid arthritis,2;492 European ancestry chronic lymphocytic leukemia cases; 3;921 European ancestry rheumatoid arthritis cases; 11;232 European ancestry controls,NA,2q33.1,2,201196097,CASP10,CASP10,,,ENSG00000003400,,,rs3731714-?,rs3731714,0,3731714,intron_variant,0,NR,7E-9,8.154901959985743,,1.1550012,,Illumina [~ 600000] (imputed),N,rheumatoid arthritis; chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000685; http://www.ebi.ac.uk/efo/EFO_0000095,GCST008724,Genome-wide genotyping array
2019-09-20,31407831,Din L,2019-08-13,Genet Epidemiol,www.ncbi.nlm.nih.gov/pubmed/31407831,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,Chronic lymphocytic leukemia or systemic lupus erythematosus,2;492 European ancestry chronic lymphocytic leukemia cases; 7;219 European ancestry systemic lupus erythematosus cases; 23;144 European ancestry controls,NA,2q21.3,2,134305027,MGAT5,MGAT5,,,ENSG00000152127,,,rs1439112-?,rs1439112,0,1439112,intron_variant,0,NR,7E-9,8.154901959985743,,1.1409012,,Illumina [~ 600000] (imputed),N,systemic lupus erythematosus; chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0002690; http://www.ebi.ac.uk/efo/EFO_0000095,GCST008727,Genome-wide genotyping array
2019-09-20,31407831,Din L,2019-08-13,Genet Epidemiol,www.ncbi.nlm.nih.gov/pubmed/31407831,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,Chronic lymphocytic leukemia or systemic lupus erythematosus,2;492 European ancestry chronic lymphocytic leukemia cases; 7;219 European ancestry systemic lupus erythematosus cases; 23;144 European ancestry controls,NA,3q26.2,3,169790484,Intergenic,MYNN - LRRC34,ENSG00000085274,ENSG00000171757,,768,2519,rs13069553-?,rs13069553,0,13069553,intergenic_variant,1,NR,2E-9,8.698970004336019,,1.1627907,,Illumina [~ 600000] (imputed),N,systemic lupus erythematosus; chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0002690; http://www.ebi.ac.uk/efo/EFO_0000095,GCST008727,Genome-wide genotyping array
2019-09-20,31407831,Din L,2019-08-13,Genet Epidemiol,www.ncbi.nlm.nih.gov/pubmed/31407831,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,Chronic lymphocytic leukemia or systemic lupus erythematosus,2;492 European ancestry chronic lymphocytic leukemia cases; 7;219 European ancestry systemic lupus erythematosus cases; 23;144 European ancestry controls,NA,5p15.33,5,1279675,TERT,TERT,,,ENSG00000164362,,,rs10069690-T,rs10069690,0,10069690,intron_variant,0,NR,5E-9,8.301029995663981,,1.1573,,Illumina [~ 600000] (imputed),N,systemic lupus erythematosus; chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0002690; http://www.ebi.ac.uk/efo/EFO_0000095,GCST008727,Genome-wide genotyping array
2019-09-20,31407831,Din L,2019-08-13,Genet Epidemiol,www.ncbi.nlm.nih.gov/pubmed/31407831,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,Chronic lymphocytic leukemia or systemic lupus erythematosus,2;492 European ancestry chronic lymphocytic leukemia cases; 7;219 European ancestry systemic lupus erythematosus cases; 23;144 European ancestry controls,NA,11q24.3,11,128629105,Intergenic,AP001122.1,,,ENSG00000245008,,,rs7941765-?,rs7941765,0,7941765,intron_variant,0,NR,1E-8,8.0,,1.1280316,,Illumina [~ 600000] (imputed),N,systemic lupus erythematosus; chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0002690; http://www.ebi.ac.uk/efo/EFO_0000095,GCST008727,Genome-wide genotyping array
2014-01-07,23770605,Berndt SI,2013-06-16,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/23770605,Genome-wide association study identifies multiple risk loci for chronic lymphocytic leukemia.,Chronic lymphocytic leukemia,2;179 European ancestry cases; 6;221 European ancestry controls,1;709 European ancestry cases; 6;318 European ancestry controls,18q21.33,18,63126688,BCL2,BCL2,,,ENSG00000171791,,,rs4987852-?,rs4987852,0,4987852,3_prime_UTR_variant,0,NR,8E-11,10.096910013008056,,1.41,[NR],Illumina [549934],N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST002073,Genome-wide genotyping array
2014-01-07,23770605,Berndt SI,2013-06-16,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/23770605,Genome-wide association study identifies multiple risk loci for chronic lymphocytic leukemia.,Chronic lymphocytic leukemia,2;179 European ancestry cases; 6;221 European ancestry controls,1;709 European ancestry cases; 6;318 European ancestry controls,11p15.5,11,2289922,TSPAN32,ASCL2 - C11orf21,ENSG00000183734,ENSG00000110665,,18970,5706,rs7944004-T,rs7944004,0,7944004,intergenic_variant,1,0.49,2E-10,9.698970004336019,,1.2,[1.13-1.27],Illumina [549934],N,chronic lymphocytic leukemia,http://www.ebi.ac.uk/efo/EFO_0000095,GCST002073,Genome-wide genotyping array
